Year,Month_Id,Month,Continent,Region,Country,Tourist_Arrivals
2020,12,December,Asia & Pacific,North East Asia,Others,0
2020,12,December,Asia & Pacific,South East Asia,Cambodia,0
2020,12,December,Asia & Pacific,South East Asia,Indonesia,0
2020,12,December,Asia & Pacific,South East Asia,Malaysia,0
2020,12,December,Asia & Pacific,South East Asia,Myanmar,0
2020,12,December,Asia & Pacific,South East Asia,Philippines,0
2020,12,December,Asia & Pacific,South East Asia,Singapore,0
2020,12,December,Asia & Pacific,South East Asia,Thailand,0
2020,12,December,Asia & Pacific,South East Asia,Vietnam,0
2020,12,December,Asia & Pacific,South East Asia,Others,0
2020,12,December,Asia & Pacific,Oceania,Australia,0
2020,12,December,Asia & Pacific,Oceania,New Zealand,0
2020,12,December,Asia & Pacific,Oceania,Others,0
2020,12,December,Asia & Pacific,South Asia,Afghanistan,0
2020,12,December,Asia & Pacific,South Asia,Bangladesh,0
2020,12,December,Asia & Pacific,South Asia,Bhutan,0
2020,12,December,Asia & Pacific,South Asia,India,0
2020,12,December,Asia & Pacific,South Asia,Iran,0
2020,12,December,Asia & Pacific,South Asia,Maldives,0
2020,12,December,Asia & Pacific,South Asia,Nepal,0
2020,12,December,Asia & Pacific,South Asia,Pakistan,0
2020,12,December,Europe,Northern Europe,Denmark,0
2020,12,December,Europe,Northern Europe,Finland,0
2020,12,December,Europe,Northern Europe,Norway,0
2020,12,December,Europe,Northern Europe,Sweden,0
2020,12,December,Europe,Northern Europe,United Kingdom,0
2020,12,December,Europe,Northern Europe,Others,0
2020,12,December,Europe,Western Europe,Austria,0
2020,12,December,Europe,Western Europe,Belgium,0
2020,12,December,Europe,Western Europe,France,0
2020,12,December,Europe,Western Europe,Germany,0
2020,12,December,Europe,Western Europe,Netherlands,0
2020,12,December,Europe,Western Europe,Switzerland,0
2020,12,December,Europe,Western Europe,Others,0
2020,12,December,Europe,Central / Eastern Europe,Belarus,0
2020,12,December,Europe,Central / Eastern Europe,Czech Republic,0
2020,12,December,Europe,Central / Eastern Europe,Estonia,0
2020,12,December,Europe,Central / Eastern Europe,Hungary,0
2020,12,December,Europe,Central / Eastern Europe,Kazakhstan,0
2020,12,December,Europe,Central / Eastern Europe,Lithuania,0
2020,12,December,Europe,Central / Eastern Europe,Poland,0
2020,12,December,Europe,Central / Eastern Europe,Romania,0
2020,12,December,Europe,Central / Eastern Europe,Russian Federation,0
2020,12,December,Europe,Central / Eastern Europe,Slovakia,0
2020,12,December,Europe,Central / Eastern Europe,Ukraine,393
2020,12,December,Europe,Central / Eastern Europe,Others,0
2020,12,December,Europe,Southern / Mediterranean Europe,Greece,0
2020,12,December,Europe,Southern / Mediterranean Europe,Italy,0
2020,12,December,Europe,Southern / Mediterranean Europe,Portugal,0
2020,12,December,Europe,Southern / Mediterranean Europe,Spain,0
2020,12,December,Europe,Southern / Mediterranean Europe,Turkey,0
2020,12,December,Europe,Southern / Mediterranean Europe,Israel,0
2020,12,December,Europe,Southern / Mediterranean Europe,Others,0
2020,12,December,Middle East,Middle East,Bahrain,0
2020,12,December,Middle East,Middle East,Egypt,0
2020,12,December,Middle East,Middle East,Iraq,0
2020,12,December,Middle East,Middle East,Jordan,0
2020,12,December,Middle East,Middle East,Kuwait,0
2020,12,December,Middle East,Middle East,Lebanon,0
2020,12,December,Middle East,Middle East,Oman,0
2020,12,December,Middle East,Middle East,Qatar,0
2020,12,December,Middle East,Middle East,Saudi Arabia,0
2020,12,December,Middle East,Middle East,United Arab Emirates,0
2020,12,December,Middle East,Middle East,Others,0
