Year,Month_Id,Month,Continent,Region,Country,Tourist_Arrivals
2020,9,September,Asia & Pacific,South East Asia,Myanmar,0
2020,9,September,Asia & Pacific,South East Asia,Philippines,0
2020,9,September,Asia & Pacific,South East Asia,Singapore,0
2020,9,September,Asia & Pacific,South East Asia,Thailand,0
2020,9,September,Asia & Pacific,South East Asia,Vietnam,0
2020,9,September,Asia & Pacific,South East Asia,Others,0
2020,9,September,Asia & Pacific,Oceania,Australia,0
2020,9,September,Asia & Pacific,Oceania,New Zealand,0
2020,9,September,Asia & Pacific,Oceania,Others,0
2020,9,September,Asia & Pacific,South Asia,Afghanistan,0
2020,9,September,Asia & Pacific,South Asia,Bangladesh,0
2020,9,September,Asia & Pacific,South Asia,Bhutan,0
2020,9,September,Asia & Pacific,South Asia,India,0
2020,9,September,Asia & Pacific,South Asia,Iran,0
2020,9,September,Asia & Pacific,South Asia,Maldives,0
2020,9,September,Asia & Pacific,South Asia,Nepal,0
2020,9,September,Asia & Pacific,South Asia,Pakistan,0
2020,9,September,Europe,Northern Europe,Denmark,0
2020,9,September,Europe,Northern Europe,Finland,0
2020,9,September,Europe,Northern Europe,Norway,0
2020,9,September,Europe,Northern Europe,Sweden,0
2020,9,September,Europe,Northern Europe,United Kingdom,0
2020,9,September,Europe,Northern Europe,Others,0
2020,9,September,Europe,Western Europe,Austria,0
2020,9,September,Europe,Western Europe,Belgium,0
2020,9,September,Europe,Western Europe,France,0
2020,9,September,Europe,Western Europe,Germany,0
2020,9,September,Europe,Western Europe,Netherlands,0
2020,9,September,Europe,Western Europe,Switzerland,0
2020,9,September,Europe,Western Europe,Others,0
2020,9,September,Europe,Central / Eastern Europe,Belarus,0
2020,9,September,Europe,Central / Eastern Europe,Czech Republic,0
2020,9,September,Europe,Central / Eastern Europe,Estonia,0
2020,9,September,Europe,Central / Eastern Europe,Hungary,0
2020,9,September,Europe,Central / Eastern Europe,Kazakhstan,0
2020,9,September,Europe,Central / Eastern Europe,Lithuania,0
2020,9,September,Europe,Central / Eastern Europe,Poland,0
2020,9,September,Europe,Central / Eastern Europe,Romania,0
2020,9,September,Europe,Central / Eastern Europe,Russian Federation,0
2020,9,September,Europe,Central / Eastern Europe,Slovakia,0
2020,9,September,Europe,Central / Eastern Europe,Ukraine,0
2020,9,September,Europe,Central / Eastern Europe,Others,0
2020,9,September,Europe,Southern / Mediterranean Europe,Greece,0
2020,9,September,Europe,Southern / Mediterranean Europe,Italy,0
2020,9,September,Europe,Southern / Mediterranean Europe,Portugal,0
2020,9,September,Europe,Southern / Mediterranean Europe,Spain,0
2020,9,September,Europe,Southern / Mediterranean Europe,Turkey,0
2020,9,September,Europe,Southern / Mediterranean Europe,Israel,0
2020,9,September,Europe,Southern / Mediterranean Europe,Others,0
2020,9,September,Middle East,Middle East,Bahrain,0
2020,9,September,Middle East,Middle East,Egypt,0
2020,9,September,Middle East,Middle East,Iraq,0
2020,9,September,Middle East,Middle East,Jordan,0
2020,9,September,Middle East,Middle East,Kuwait,0
2020,9,September,Middle East,Middle East,Lebanon,0
2020,9,September,Middle East,Middle East,Oman,0
2020,9,September,Middle East,Middle East,Qatar,0
2020,9,September,Middle East,Middle East,Saudi Arabia,0
2020,9,September,Middle East,Middle East,United Arab Emirates,0
2020,9,September,Middle East,Middle East,Others,0
2021,10,October,Americas,North America,Canada,688
2021,10,October,Americas,North America,Mexico,10
2021,10,October,Americas,North America,United States,573
2021,10,October,Americas,Caribbean & Central America,Costa Rica,0
2021,10,October,Americas,Caribbean & Central America,Jamaica,1
2021,10,October,Americas,Caribbean & Central America,Others,3
2021,10,October,Americas,South America,Argentina,2
2021,10,October,Americas,South America,Brazil,6
2021,10,October,Americas,South America,Chile,3
2021,10,October,Americas,South America,Colombia,4
2021,10,October,Americas,South America,Others,2
2021,10,October,Africa,North Africa,Morocco,7
2021,10,October,Africa,North Africa,Sudan,1
2021,10,October,Africa,North Africa,Others,5
2021,10,October,Africa,Sub-Saharan Africa,Kenya,7
2021,10,October,Africa,Sub-Saharan Africa,Mauritius,3
2021,10,October,Africa,Sub-Saharan Africa,Nigeria,0
2021,10,October,Africa,Sub-Saharan Africa,South Africa,26
2021,10,October,Africa,Sub-Saharan Africa,Others,24
2021,10,October,Asia & Pacific,North East Asia,China,182
2021,10,October,Asia & Pacific,North East Asia,Japan,45
2021,10,October,Asia & Pacific,North East Asia,South Korea,76
2021,10,October,Asia & Pacific,North East Asia,Taiwan,6
2021,10,October,Asia & Pacific,North East Asia,Others,0
2021,10,October,Asia & Pacific,South East Asia,Cambodia,2
2021,10,October,Asia & Pacific,South East Asia,Indonesia,473
2021,10,October,Asia & Pacific,South East Asia,Malaysia,44
2021,10,October,Asia & Pacific,South East Asia,Myanmar,1
2021,10,October,Asia & Pacific,South East Asia,Philippines,76
2021,10,October,Asia & Pacific,South East Asia,Singapore,31
2021,10,October,Asia & Pacific,South East Asia,Thailand,29
2021,10,October,Asia & Pacific,South East Asia,Vietnam,4
2021,10,October,Asia & Pacific,South East Asia,Others,0
2021,10,October,Asia & Pacific,Oceania,Australia,121
2021,10,October,Asia & Pacific,Oceania,New Zealand,24
2021,10,October,Asia & Pacific,Oceania,Others,1
2021,10,October,Asia & Pacific,South Asia,Afghanistan,0
2021,10,October,Asia & Pacific,South Asia,Bangladesh,273
2021,10,October,Asia & Pacific,South Asia,Bhutan,0
2021,10,October,Asia & Pacific,South Asia,India,8406
2021,10,October,Asia & Pacific,South Asia,Iran,16
2021,10,October,Asia & Pacific,South Asia,Maldives,963
2021,10,October,Asia & Pacific,South Asia,Nepal,29
2021,10,October,Asia & Pacific,South Asia,Pakistan,"2,042"
2021,10,October,Europe,Northern Europe,Denmark,159
2021,10,October,Europe,Northern Europe,Finland,32
2021,10,October,Europe,Northern Europe,Norway,212
2021,10,October,Europe,Northern Europe,Sweden,98
2021,10,October,Europe,Northern Europe,United Kingdom,2241
2021,10,October,Europe,Northern Europe,Others,55
2021,10,October,Europe,Western Europe,Austria,151
2021,10,October,Europe,Western Europe,Belgium,152
2021,10,October,Europe,Western Europe,France,624
2021,10,October,Europe,Western Europe,Germany,1196
2021,10,October,Europe,Western Europe,Netherlands,242
2021,10,October,Europe,Western Europe,Switzerland,403
2021,10,October,Europe,Western Europe,Others,4
2021,10,October,Europe,Central / Eastern Europe,Belarus,36
2021,10,October,Europe,Central / Eastern Europe,Czech Republic,132
2021,10,October,Europe,Central / Eastern Europe,Estonia,31
2021,10,October,Europe,Central / Eastern Europe,Hungary,24
2021,10,October,Europe,Central / Eastern Europe,Kazakhstan,7
2021,10,October,Europe,Central / Eastern Europe,Lithuania,60
2021,10,October,Europe,Central / Eastern Europe,Poland,116
2021,10,October,Europe,Central / Eastern Europe,Romania,21
2021,10,October,Europe,Central / Eastern Europe,Russian Federation,1328
2021,10,October,Europe,Central / Eastern Europe,Slovakia,42
2021,10,October,Europe,Central / Eastern Europe,Ukraine,168
2021,10,October,Europe,Central / Eastern Europe,Others,58
2021,10,October,Europe,Southern / Mediterranean Europe,Greece,14
2021,10,October,Europe,Southern / Mediterranean Europe,Italy,160
2021,10,October,Europe,Southern / Mediterranean Europe,Portugal,53
2021,10,October,Europe,Southern / Mediterranean Europe,Spain,269
2021,10,October,Europe,Southern / Mediterranean Europe,Turkey,31
2021,10,October,Europe,Southern / Mediterranean Europe,Israel,110
2021,10,October,Europe,Southern / Mediterranean Europe,Others,31
2021,10,October,Middle East,Middle East,Bahrain,6
2021,10,October,Middle East,Middle East,Egypt,13
2021,10,October,Middle East,Middle East,Iraq,39
2021,10,October,Middle East,Middle East,Jordan,61
2021,10,October,Middle East,Middle East,Kuwait,20
2021,10,October,Middle East,Middle East,Lebanon,37
2021,10,October,Middle East,Middle East,Oman,27
2021,10,October,Middle East,Middle East,Qatar,7
2021,10,October,Middle East,Middle East,Saudi Arabia,79
2021,10,October,Middle East,Middle East,United Arab Emirates,5
2021,10,October,Middle East,Middle East,Others,8
2020,10,October,Americas,North America,Canada,0
2020,10,October,Americas,North America,Mexico,0
2020,10,October,Americas,North America,United States,0
2020,10,October,Americas,Caribbean & Central America,Costa Rica,0
2020,10,October,Americas,Caribbean & Central America,Jamaica,0
2020,10,October,Americas,Caribbean & Central America,Others,0
2020,10,October,Americas,South America,Argentina,0
2020,10,October,Americas,South America,Brazil,0
2020,10,October,Americas,South America,Chile,0
2020,10,October,Americas,South America,Colombia,0
2020,10,October,Americas,South America,Others,0
2020,10,October,Africa,North Africa,Morocco,0
2020,10,October,Africa,North Africa,Sudan,0
2020,10,October,Africa,North Africa,Others,0
2020,10,October,Africa,Sub-Saharan Africa,Kenya,0
2020,10,October,Africa,Sub-Saharan Africa,Mauritius,0
2020,10,October,Africa,Sub-Saharan Africa,Nigeria,0
2020,10,October,Africa,Sub-Saharan Africa,South Africa,0
2020,10,October,Africa,Sub-Saharan Africa,Others,0
2020,10,October,Asia & Pacific,North East Asia,China,0
2020,10,October,Asia & Pacific,North East Asia,Japan,0
2020,10,October,Asia & Pacific,North East Asia,South Korea,0
2020,10,October,Asia & Pacific,North East Asia,Taiwan,0
2020,10,October,Asia & Pacific,North East Asia,Others,0
2020,10,October,Asia & Pacific,South East Asia,Cambodia,0
2020,10,October,Asia & Pacific,South East Asia,Indonesia,0
2020,10,October,Asia & Pacific,South East Asia,Malaysia,0
2020,10,October,Asia & Pacific,South East Asia,Myanmar,0
2020,10,October,Asia & Pacific,South East Asia,Philippines,0
2020,10,October,Asia & Pacific,South East Asia,Singapore,0
2020,10,October,Asia & Pacific,South East Asia,Thailand,0
2020,10,October,Asia & Pacific,South East Asia,Vietnam,0
2020,10,October,Asia & Pacific,South East Asia,Others,0
2020,10,October,Asia & Pacific,Oceania,Australia,0
2020,10,October,Asia & Pacific,Oceania,New Zealand,0
2020,10,October,Asia & Pacific,Oceania,Others,0
2020,10,October,Asia & Pacific,South Asia,Afghanistan,0
2020,10,October,Asia & Pacific,South Asia,Bangladesh,0
2020,10,October,Asia & Pacific,South Asia,Bhutan,0
2020,10,October,Asia & Pacific,South Asia,India,0
2020,10,October,Asia & Pacific,South Asia,Iran,0
2020,10,October,Asia & Pacific,South Asia,Maldives,0
2020,10,October,Asia & Pacific,South Asia,Nepal,0
2020,10,October,Asia & Pacific,South Asia,Pakistan,0
2020,10,October,Europe,Northern Europe,Denmark,0
2020,10,October,Europe,Northern Europe,Finland,0
2020,10,October,Europe,Northern Europe,Norway,0
2020,10,October,Europe,Northern Europe,Sweden,0
2020,10,October,Europe,Northern Europe,United Kingdom,0
2020,10,October,Europe,Northern Europe,Others,0
2020,10,October,Europe,Western Europe,Austria,0
2020,10,October,Europe,Western Europe,Belgium,0
2020,10,October,Europe,Western Europe,France,0
2020,10,October,Europe,Western Europe,Germany,0
2020,10,October,Europe,Western Europe,Netherlands,0
2020,10,October,Europe,Western Europe,Switzerland,0
2020,10,October,Europe,Western Europe,Others,0
2020,10,October,Europe,Central / Eastern Europe,Belarus,0
2020,10,October,Europe,Central / Eastern Europe,Czech Republic,0
2020,10,October,Europe,Central / Eastern Europe,Estonia,0
2020,10,October,Europe,Central / Eastern Europe,Hungary,0
2020,10,October,Europe,Central / Eastern Europe,Kazakhstan,0
2020,10,October,Europe,Central / Eastern Europe,Lithuania,0
2020,10,October,Europe,Central / Eastern Europe,Poland,0
2020,10,October,Europe,Central / Eastern Europe,Romania,0
2020,10,October,Europe,Central / Eastern Europe,Russian Federation,0
2020,10,October,Europe,Central / Eastern Europe,Slovakia,0
2020,10,October,Europe,Central / Eastern Europe,Ukraine,0
2020,10,October,Europe,Central / Eastern Europe,Others,0
2020,10,October,Europe,Southern / Mediterranean Europe,Greece,0
2020,10,October,Europe,Southern / Mediterranean Europe,Italy,0
2020,10,October,Europe,Southern / Mediterranean Europe,Portugal,0
2020,10,October,Europe,Southern / Mediterranean Europe,Spain,0
2020,10,October,Europe,Southern / Mediterranean Europe,Turkey,0
2020,10,October,Europe,Southern / Mediterranean Europe,Israel,0
2020,10,October,Europe,Southern / Mediterranean Europe,Others,0
2020,10,October,Middle East,Middle East,Bahrain,0
2020,10,October,Middle East,Middle East,Egypt,0
2020,10,October,Middle East,Middle East,Iraq,0
2020,10,October,Middle East,Middle East,Jordan,0
2020,10,October,Middle East,Middle East,Kuwait,0
2020,10,October,Middle East,Middle East,Lebanon,0
2020,10,October,Middle East,Middle East,Oman,0
2020,10,October,Middle East,Middle East,Qatar,0
2020,10,October,Middle East,Middle East,Saudi Arabia,0
2020,10,October,Middle East,Middle East,United Arab Emirates,0
2020,10,October,Middle East,Middle East,Others,0
2021,11,November,Americas,North America,Canada,1161
2021,11,November,Americas,North America,Mexico,13
2021,11,November,Americas,North America,United States,1178
2021,11,November,Americas,Caribbean & Central America,Costa Rica,1
2021,11,November,Americas,Caribbean & Central America,Jamaica,2
2021,11,November,Americas,Caribbean & Central America,Others,37
2021,11,November,Americas,South America,Argentina,12
2021,11,November,Americas,South America,Brazil,30
2021,11,November,Americas,South America,Chile,4
2021,11,November,Americas,South America,Colombia,19
2021,11,November,Americas,South America,Others,32
2021,11,November,Africa,North Africa,Morocco,20
2021,11,November,Africa,North Africa,Sudan,19
2021,11,November,Africa,North Africa,Others,21
2021,11,November,Africa,Sub-Saharan Africa,Kenya,7
2021,11,November,Africa,Sub-Saharan Africa,Mauritius,0
2021,11,November,Africa,Sub-Saharan Africa,Nigeria,1
2021,11,November,Africa,Sub-Saharan Africa,South Africa,60
2021,11,November,Africa,Sub-Saharan Africa,Others,101
2021,11,November,Asia & Pacific,North East Asia,China,201
2021,11,November,Asia & Pacific,North East Asia,Japan,103
2021,11,November,Asia & Pacific,North East Asia,South Korea,162
2021,11,November,Asia & Pacific,North East Asia,Taiwan,2
2021,11,November,Asia & Pacific,North East Asia,Others,0
2021,11,November,Asia & Pacific,South East Asia,Cambodia,4
2021,11,November,Asia & Pacific,South East Asia,Indonesia,806
2021,11,November,Asia & Pacific,South East Asia,Malaysia,97
2021,11,November,Asia & Pacific,South East Asia,Myanmar,9
2021,11,November,Asia & Pacific,South East Asia,Philippines,116
2021,11,November,Asia & Pacific,South East Asia,Singapore,167
2021,11,November,Asia & Pacific,South East Asia,Thailand,62
2021,11,November,Asia & Pacific,South East Asia,Vietnam,8
2021,11,November,Asia & Pacific,South East Asia,Others,0
2021,11,November,Asia & Pacific,Oceania,Australia,940
2021,11,November,Asia & Pacific,Oceania,New Zealand,80
2021,11,November,Asia & Pacific,Oceania,Others,8
2021,11,November,Asia & Pacific,South Asia,Afghanistan,1
2021,11,November,Asia & Pacific,South Asia,Bangladesh,372
2021,11,November,Asia & Pacific,South Asia,Bhutan,2
2021,11,November,Asia & Pacific,South Asia,India,"14,236"
2021,11,November,Asia & Pacific,South Asia,Iran,106
2021,11,November,Asia & Pacific,South Asia,Maldives,1464
2021,11,November,Asia & Pacific,South Asia,Nepal,65
2021,11,November,Asia & Pacific,South Asia,Pakistan,"2,612"
2021,11,November,Europe,Northern Europe,Denmark,316
2021,11,November,Europe,Northern Europe,Finland,65
2021,11,November,Europe,Northern Europe,Norway,237
2021,11,November,Europe,Northern Europe,Sweden,264
2021,11,November,Europe,Northern Europe,United Kingdom,3770
2021,11,November,Europe,Northern Europe,Others,101
2021,11,November,Europe,Western Europe,Austria,267
2021,11,November,Europe,Western Europe,Belgium,318
2021,11,November,Europe,Western Europe,France,1447
2021,11,November,Europe,Western Europe,Germany,2667
2021,11,November,Europe,Western Europe,Netherlands,598
2021,11,November,Europe,Western Europe,Switzerland,698
2021,11,November,Europe,Western Europe,Others,22
2021,11,November,Europe,Central / Eastern Europe,Belarus,120
2021,11,November,Europe,Central / Eastern Europe,Czech Republic,429
2021,11,November,Europe,Central / Eastern Europe,Estonia,50
2021,11,November,Europe,Central / Eastern Europe,Hungary,63
2021,11,November,Europe,Central / Eastern Europe,Kazakhstan,85
2021,11,November,Europe,Central / Eastern Europe,Lithuania,130
2021,11,November,Europe,Central / Eastern Europe,Poland,460
2021,11,November,Europe,Central / Eastern Europe,Romania,145
2021,11,November,Europe,Central / Eastern Europe,Russian Federation,3520
2021,11,November,Europe,Central / Eastern Europe,Slovakia,168
2021,11,November,Europe,Central / Eastern Europe,Ukraine,565
2021,11,November,Europe,Central / Eastern Europe,Others,245
2021,11,November,Europe,Southern / Mediterranean Europe,Greece,46
2021,11,November,Europe,Southern / Mediterranean Europe,Italy,313
2021,11,November,Europe,Southern / Mediterranean Europe,Portugal,141
2021,11,November,Europe,Southern / Mediterranean Europe,Spain,463
2021,11,November,Europe,Southern / Mediterranean Europe,Turkey,65
2021,11,November,Europe,Southern / Mediterranean Europe,Israel,624
2021,11,November,Europe,Southern / Mediterranean Europe,Others,143
2021,11,November,Middle East,Middle East,Bahrain,10
2021,11,November,Middle East,Middle East,Egypt,80
2021,11,November,Middle East,Middle East,Iraq,91
2021,11,November,Middle East,Middle East,Jordan,183
2021,11,November,Middle East,Middle East,Kuwait,34
2021,11,November,Middle East,Middle East,Lebanon,126
2021,11,November,Middle East,Middle East,Oman,69
2021,11,November,Middle East,Middle East,Qatar,12
2021,11,November,Middle East,Middle East,Saudi Arabia,693
2021,11,November,Middle East,Middle East,United Arab Emirates,60
2021,11,November,Middle East,Middle East,Others,50
2020,11,November,Americas,North America,Canada,0
2020,11,November,Americas,North America,Mexico,0
2020,11,November,Americas,North America,United States,0
2020,11,November,Americas,Caribbean & Central America,Costa Rica,0
2020,11,November,Americas,Caribbean & Central America,Jamaica,0
2020,11,November,Americas,Caribbean & Central America,Others,0
2020,11,November,Americas,South America,Argentina,0
2020,11,November,Americas,South America,Brazil,0
2020,11,November,Americas,South America,Chile,0
2020,11,November,Americas,South America,Colombia,0
2020,11,November,Americas,South America,Others,0
2020,11,November,Africa,North Africa,Morocco,0
2020,11,November,Africa,North Africa,Sudan,0
2020,11,November,Africa,North Africa,Others,0
2020,11,November,Africa,Sub-Saharan Africa,Kenya,0
2020,11,November,Africa,Sub-Saharan Africa,Mauritius,0
2020,11,November,Africa,Sub-Saharan Africa,Nigeria,0
2020,11,November,Africa,Sub-Saharan Africa,South Africa,0
2020,11,November,Africa,Sub-Saharan Africa,Others,0
2020,11,November,Asia & Pacific,North East Asia,China,0
2020,11,November,Asia & Pacific,North East Asia,Japan,0
2020,11,November,Asia & Pacific,North East Asia,South Korea,0
2020,11,November,Asia & Pacific,North East Asia,Taiwan,0
2020,11,November,Asia & Pacific,North East Asia,Others,0
2020,11,November,Asia & Pacific,South East Asia,Cambodia,0
2020,11,November,Asia & Pacific,South East Asia,Indonesia,0
2020,11,November,Asia & Pacific,South East Asia,Malaysia,0
2020,11,November,Asia & Pacific,South East Asia,Myanmar,0
2020,11,November,Asia & Pacific,South East Asia,Philippines,0
2020,11,November,Asia & Pacific,South East Asia,Singapore,0
2020,11,November,Asia & Pacific,South East Asia,Thailand,0
2020,11,November,Asia & Pacific,South East Asia,Vietnam,0
2020,11,November,Asia & Pacific,South East Asia,Others,0
2020,11,November,Asia & Pacific,Oceania,Australia,0
2020,11,November,Asia & Pacific,Oceania,New Zealand,0
2020,11,November,Asia & Pacific,Oceania,Others,0
2020,11,November,Asia & Pacific,South Asia,Afghanistan,0
2020,11,November,Asia & Pacific,South Asia,Bangladesh,0
2020,11,November,Asia & Pacific,South Asia,Bhutan,0
2020,11,November,Asia & Pacific,South Asia,India,0
2020,11,November,Asia & Pacific,South Asia,Iran,0
2020,11,November,Asia & Pacific,South Asia,Maldives,0
2020,11,November,Asia & Pacific,South Asia,Nepal,0
2020,11,November,Asia & Pacific,South Asia,Pakistan,0
2020,11,November,Europe,Northern Europe,Denmark,0
2020,11,November,Europe,Northern Europe,Finland,0
2020,11,November,Europe,Northern Europe,Norway,0
2020,11,November,Europe,Northern Europe,Sweden,0
2020,11,November,Europe,Northern Europe,United Kingdom,0
2020,11,November,Europe,Northern Europe,Others,0
2020,11,November,Europe,Western Europe,Austria,0
2020,11,November,Europe,Western Europe,Belgium,0
2020,11,November,Europe,Western Europe,France,0
2020,11,November,Europe,Western Europe,Germany,0
2020,11,November,Europe,Western Europe,Netherlands,0
2020,11,November,Europe,Western Europe,Switzerland,0
2020,11,November,Europe,Western Europe,Others,0
2020,11,November,Europe,Central / Eastern Europe,Belarus,0
2020,11,November,Europe,Central / Eastern Europe,Czech Republic,0
2020,11,November,Europe,Central / Eastern Europe,Estonia,0
2020,11,November,Europe,Central / Eastern Europe,Hungary,0
2020,11,November,Europe,Central / Eastern Europe,Kazakhstan,0
2020,11,November,Europe,Central / Eastern Europe,Lithuania,0
2020,11,November,Europe,Central / Eastern Europe,Poland,0
2020,11,November,Europe,Central / Eastern Europe,Romania,0
2020,11,November,Europe,Central / Eastern Europe,Russian Federation,0
2020,11,November,Europe,Central / Eastern Europe,Slovakia,0
2020,11,November,Europe,Central / Eastern Europe,Ukraine,0
2020,11,November,Europe,Central / Eastern Europe,Others,0
2020,11,November,Europe,Southern / Mediterranean Europe,Greece,0
2020,11,November,Europe,Southern / Mediterranean Europe,Italy,0
2020,11,November,Europe,Southern / Mediterranean Europe,Portugal,0
2020,11,November,Europe,Southern / Mediterranean Europe,Spain,0
2020,11,November,Europe,Southern / Mediterranean Europe,Turkey,0
2020,11,November,Europe,Southern / Mediterranean Europe,Israel,0
2020,11,November,Europe,Southern / Mediterranean Europe,Others,0
2020,11,November,Middle East,Middle East,Bahrain,0
2020,11,November,Middle East,Middle East,Egypt,0
2020,11,November,Middle East,Middle East,Iraq,0
2020,11,November,Middle East,Middle East,Jordan,0
2020,11,November,Middle East,Middle East,Kuwait,0
2020,11,November,Middle East,Middle East,Lebanon,0
2020,11,November,Middle East,Middle East,Oman,0
2020,11,November,Middle East,Middle East,Qatar,0
2020,11,November,Middle East,Middle East,Saudi Arabia,0
2020,11,November,Middle East,Middle East,United Arab Emirates,0
2020,11,November,Middle East,Middle East,Others,0
2021,12,December,Americas,North America,Canada,"1,705"
2021,12,December,Americas,North America,Mexico,41
2021,12,December,Americas,North America,United States,"2,884"
2021,12,December,Americas,Caribbean & Central America,Costa Rica,7
2021,12,December,Americas,Caribbean & Central America,Jamaica,5
2021,12,December,Americas,Caribbean & Central America,Others,25
2021,12,December,Americas,South America,Argentina,26
2021,12,December,Americas,South America,Brazil,98
2021,12,December,Americas,South America,Chile,15
2021,12,December,Americas,South America,Colombia,37
2021,12,December,Americas,South America,Others,27
2021,12,December,Africa,North Africa,Morocco,51
2021,12,December,Africa,North Africa,Sudan,69
2021,12,December,Africa,North Africa,Others,76
2021,12,December,Africa,Sub-Saharan Africa,Kenya,21
2021,12,December,Africa,Sub-Saharan Africa,Mauritius,13
2021,12,December,Africa,Sub-Saharan Africa,Nigeria,7
2021,12,December,Africa,Sub-Saharan Africa,South Africa,109
2021,12,December,Africa,Sub-Saharan Africa,Others,63
2021,12,December,Asia & Pacific,North East Asia,China,258
2021,12,December,Asia & Pacific,North East Asia,Japan,159
2021,12,December,Asia & Pacific,North East Asia,South Korea,120
2021,12,December,Asia & Pacific,North East Asia,Taiwan,19
2021,12,December,Asia & Pacific,North East Asia,Others,4
2021,12,December,Asia & Pacific,South East Asia,Cambodia,7
2021,12,December,Asia & Pacific,South East Asia,Indonesia,188
2021,12,December,Asia & Pacific,South East Asia,Malaysia,158
2021,12,December,Asia & Pacific,South East Asia,Myanmar,9
2021,12,December,Asia & Pacific,South East Asia,Philippines,178
2021,12,December,Asia & Pacific,South East Asia,Singapore,306
2021,12,December,Asia & Pacific,South East Asia,Thailand,129
2021,12,December,Asia & Pacific,South East Asia,Vietnam,24
2021,12,December,Asia & Pacific,South East Asia,Others,0
2021,12,December,Asia & Pacific,Oceania,Australia,"3,129"
2021,12,December,Asia & Pacific,Oceania,New Zealand,167
2021,12,December,Asia & Pacific,Oceania,Others,7
2021,12,December,Asia & Pacific,South Asia,Afghanistan,5
2021,12,December,Asia & Pacific,South Asia,Bangladesh,544
2021,12,December,Asia & Pacific,South Asia,Bhutan,1
2021,12,December,Asia & Pacific,South Asia,India,"23,566"
2021,12,December,Asia & Pacific,South Asia,Iran,181
2021,12,December,Asia & Pacific,South Asia,Maldives,"2,896"
2021,12,December,Asia & Pacific,South Asia,Nepal,209
2021,12,December,Asia & Pacific,South Asia,Pakistan,"1,004"
2021,12,December,Europe,Northern Europe,Denmark,656
2021,12,December,Europe,Northern Europe,Finland,195
2021,12,December,Europe,Northern Europe,Norway,447
2021,12,December,Europe,Northern Europe,Sweden,"1,070"
2021,12,December,Europe,Northern Europe,United Kingdom,"8,493"
2021,12,December,Europe,Northern Europe,Others,349
2021,12,December,Europe,Western Europe,Austria,827
2021,12,December,Europe,Western Europe,Belgium,639
2021,12,December,Europe,Western Europe,France,"3,021"
2021,12,December,Europe,Western Europe,Germany,"5,875"
2021,12,December,Europe,Western Europe,Netherlands,"1,144"
2021,12,December,Europe,Western Europe,Switzerland,"1,225"
2021,12,December,Europe,Western Europe,Others,52
2021,12,December,Europe,Central / Eastern Europe,Belarus,359
2021,12,December,Europe,Central / Eastern Europe,Czech Republic,"1,087"
2021,12,December,Europe,Central / Eastern Europe,Estonia,260
2021,12,December,Europe,Central / Eastern Europe,Hungary,322
2021,12,December,Europe,Central / Eastern Europe,Kazakhstan,"2,462"
2021,12,December,Europe,Central / Eastern Europe,Lithuania,155
2021,12,December,Europe,Central / Eastern Europe,Poland,"1,379"
2021,12,December,Europe,Central / Eastern Europe,Romania,581
2021,12,December,Europe,Central / Eastern Europe,Russian Federation,"10,793"
2021,12,December,Europe,Central / Eastern Europe,Slovakia,311
2021,12,December,Europe,Central / Eastern Europe,Ukraine,"3,562"
2021,12,December,Europe,Central / Eastern Europe,Others,644
2021,12,December,Europe,Southern / Mediterranean Europe,Greece,159
2021,12,December,Europe,Southern / Mediterranean Europe,Italy,556
2021,12,December,Europe,Southern / Mediterranean Europe,Portugal,134
2021,12,December,Europe,Southern / Mediterranean Europe,Spain,894
2021,12,December,Europe,Southern / Mediterranean Europe,Turkey,141
2021,12,December,Europe,Southern / Mediterranean Europe,Israel,684
2021,12,December,Europe,Southern / Mediterranean Europe,Others,228
2021,12,December,Middle East,Middle East,Bahrain,81
2021,12,December,Middle East,Middle East,Egypt,268
2021,12,December,Middle East,Middle East,Iraq,115
2021,12,December,Middle East,Middle East,Jordan,323
2021,12,December,Middle East,Middle East,Kuwait,98
2021,12,December,Middle East,Middle East,Lebanon,252
2021,12,December,Middle East,Middle East,Oman,132
2021,12,December,Middle East,Middle East,Qatar,12
2021,12,December,Middle East,Middle East,Saudi Arabia,741
2021,12,December,Middle East,Middle East,United Arab Emirates,169
2021,12,December,Middle East,Middle East,Others,64
2020,12,December,Americas,North America,Canada,0
2020,12,December,Americas,North America,Mexico,0
2020,12,December,Americas,North America,United States,0
2020,12,December,Americas,Caribbean & Central America,Costa Rica,0
2020,12,December,Americas,Caribbean & Central America,Jamaica,0
2020,12,December,Americas,Caribbean & Central America,Others,0
2020,12,December,Americas,South America,Argentina,0
2020,12,December,Americas,South America,Brazil,0
2020,12,December,Americas,South America,Chile,0
2020,12,December,Americas,South America,Colombia,0
2020,12,December,Americas,South America,Others,0
2020,12,December,Africa,North Africa,Morocco,0
2020,12,December,Africa,North Africa,Sudan,0
2020,12,December,Africa,North Africa,Others,0
2020,12,December,Africa,Sub-Saharan Africa,Kenya,0
2020,12,December,Africa,Sub-Saharan Africa,Mauritius,0
2020,12,December,Africa,Sub-Saharan Africa,Nigeria,0
2020,12,December,Africa,Sub-Saharan Africa,South Africa,0
2020,12,December,Africa,Sub-Saharan Africa,Others,0
2020,12,December,Asia & Pacific,North East Asia,China,0
2020,12,December,Asia & Pacific,North East Asia,Japan,0
2020,12,December,Asia & Pacific,North East Asia,South Korea,0
2020,12,December,Asia & Pacific,North East Asia,Taiwan,0
